"","vote","party.id","class","ethnicity","gender","mobility","inequality","btry","immcult","immcrime","immecon","bviolent","bhard","wappr","wfavors","wcontrol","jobworry","econstate","econgood","econnext","econfin","econahead","anxiety","bv","racism","xphobia"
"3771",1,"rep","don't know/refuse",NA,"female",2,13,5,2,4,4,6,4,3,5,4,1,4,3,3,1,3,5,5,14,10
"3772",0,"dem","don't know/refuse","nonwhite","male",1,32,1,2,2,2,4,1,3,3,3,NA,1,1,3,5,1,NA,3,5,6
"3773",0,"rep","middle","white","female",2,7,4,3,4,4,5,4,3,3,4,1,3,4,3,3,4,8,4,12,11
"3774",1,"ind","middle","white","female",2,24,5,4,3,4,5,4,4,4,1,1,4,4,3,3,3,7,4,13,11
"3775",0,"ind","don't know/refuse","nonwhite","female",3,-9,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,9,3,9,9
"3776",0,"rep","don't know/refuse","white","male",1,5,2,2,2,4,3,2,5,5,4,1,4,3,4,3,2,6,2,6,8
"3777",0,"dem","working","white","male",3,50,4,4,2,3,3,3,3,4,3,1,4,4,3,5,4,10,2,9,9
"3778",1,"dem","middle","white","female",2,50,4,3,5,3,3,2,2,3,5,NA,4,4,-2,3,3,NA,2,8,11
"3779",0,"ind","don't know/refuse","white","male",2,43,3,1,1,2,5,4,-5,5,-5,4,4,4,4,3,4,11,4,11,4
"3780",0,"rep","don't know/refuse",NA,"female",2,50,5,4,3,5,6,5,2,3,2,1,5,4,4,5,4,10,5,15,12
"3781",1,"dem","don't know/refuse","white","female",2,27,5,3,4,3,6,5,3,2,2,NA,5,4,4,5,5,NA,5,15,10
"3782",1,"rep","middle","white","male",3,32,3,2,3,2,4,3,3,4,3,1,3,3,3,2,2,5,3,9,7
"3783",0,"dem","don't know/refuse","nonwhite","female",2,27,1,1,3,1,3,1,5,5,5,1,5,5,5,3,3,7,2,4,5
"3784",0,"dem","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"3785",1,"rep","don't know/refuse","white","male",3,81,5,4,3,2,6,4,3,2,3,2,4,2,3,2,2,6,5,14,9
"3786",1,"rep","don't know/refuse","white","male",3,32,5,4,4,3,6,5,3,5,3,1,4,4,1,2,1,4,5,15,11
"3787",0,"dem","don't know/refuse","nonwhite","female",2,34,4,3,2,3,2,3,3,4,4,2,3,-9,2,2,4,8,1,8,8
"3788",1,"ind","don't know/refuse","white","female",2,50,4,3,5,3,4,1,4,5,3,5,3,4,3,5,4,14,3,8,11
"3789",0,"dem","middle","white","male",3,47,2,2,2,2,4,1,5,5,3,NA,2,2,3,2,2,NA,3,6,6
"3790",0,"dem","working","nonwhite","female",2,54,5,3,3,3,5,2,2,4,5,2,4,4,1,3,3,8,4,11,9
"3791",0,"dem","middle",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,NA,-6,3,3,NA,NA,NA,NA,NA,NA
"3792",1,"rep","middle","white","female",2,24,5,3,4,3,6,5,3,4,5,NA,3,4,2,3,3,NA,5,15,10
"3793",1,"rep","middle","white","male",2,27,5,4,2,4,6,4,2,4,2,NA,5,4,2,2,2,NA,5,14,10
"3794",0,"dem","don't know/refuse","white","male",3,33,4,3,2,3,2,3,5,5,3,1,3,2,3,1,3,5,1,8,8
"3795",1,"rep","working","white","female",2,41,4,3,3,4,4,3,4,5,5,1,3,2,3,1,3,5,3,10,10
"3796",0,"dem","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,1,-6,3,3,NA,NA,NA,NA,NA,NA
"3797",0,"ind","don't know/refuse","white","male",2,32,3,3,3,3,4,3,3,3,3,1,5,4,4,3,3,7,3,9,9
"3798",0,"dem","working","nonwhite","male",2,38,5,1,1,1,4,5,2,4,2,5,2,2,3,3,2,10,3,13,3
"3799",1,"rep","don't know/refuse","white","female",2,50,5,4,4,3,4,5,3,5,3,3,4,4,4,4,5,12,3,13,11
"3800",0,"ind","middle","white","male",3,24,4,3,3,3,-9,NA,3,-9,3,2,3,3,3,1,2,5,NA,NA,9
"3801",0,"dem","lower","white","male",2,30,3,3,4,3,7,3,2,3,2,NA,4,3,3,3,3,NA,5,11,10
"3802",1,"ind","working","white","male",2,64,4,4,4,4,5,4,4,2,4,2,3,3,3,3,3,8,4,12,12
"3803",0,"rep","working","nonwhite","female",2,81,4,NA,NA,NA,1,3,3,-9,3,3,3,3,4,1,4,8,1,8,NA
"3804",0,"dem","middle","nonwhite","female",2,31,5,1,2,1,4,5,2,4,4,5,5,3,3,2,4,11,3,13,4
"3805",1,"ind","middle","white","female",2,38,5,2,4,2,4,4,5,4,5,1,2,4,4,1,3,5,3,12,8
"3806",1,"rep","middle","white","male",2,41,4,3,4,4,5,3,3,4,3,1,4,3,3,3,3,7,4,11,11
"3807",0,"dem","working","white","female",2,32,5,3,3,3,5,2,5,5,4,2,2,5,4,3,5,10,4,11,9
"3808",0,"rep","don't know/refuse","white","female",2,800,1,1,1,2,4,1,5,5,5,2,2,4,3,3,4,9,3,5,4
"3809",0,"dem","don't know/refuse","white","male",2,38,3,3,3,3,-9,3,4,-9,3,3,2,3,2,3,5,11,NA,NA,9
"3810",1,"dem","working","white","female",2,50,5,2,3,2,3,3,4,3,2,1,3,4,4,4,3,8,2,10,7
"3811",0,"dem","middle","nonwhite","female",2,13,3,2,3,2,5,2,3,4,4,3,2,2,3,2,3,8,4,9,7
"3812",0,"dem","don't know/refuse","white","female",1,7,4,1,1,2,5,4,5,4,5,2,3,3,3,1,2,5,4,12,4
"3813",1,"dem","middle","white","male",1,26,2,4,3,3,4,2,3,3,3,NA,2,2,3,3,3,NA,3,7,10
"3814",0,"dem","working","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,3,-6,4,3,NA,NA,NA,NA,NA,NA
"3815",0,"rep","middle","white","female",2,64,4,2,2,2,6,2,3,4,3,1,2,4,3,2,4,7,5,11,6
"3816",0,"ind","working",NA,"male",3,81,1,1,3,3,4,1,5,5,4,2,2,3,4,4,4,10,3,5,7
"3817",0,"ind","middle","white","female",2,17,1,1,3,1,4,1,4,5,4,3,4,3,3,4,4,11,3,5,5
"3818",0,"dem","working","white","male",2,47,4,2,3,1,3,2,4,5,4,3,1,3,2,3,2,8,2,8,6
"3819",0,"dem","working","nonwhite","female",1,35,3,3,3,3,1,3,3,3,3,4,3,3,3,3,4,11,1,7,9
"3820",0,"dem","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,1,-6,1,5,-6,5,3,NA,NA,NA,NA,NA,NA
"3821",0,"rep","lower","nonwhite","female",1,34,3,3,3,3,3,3,3,3,4,4,3,5,4,4,3,11,2,8,9
"3822",0,"rep","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,3,-6,4,3,NA,NA,NA,NA,NA,NA
"3823",0,"dem","working","white","male",1,5,3,5,1,1,1,3,4,3,3,1,2,5,2,3,1,5,1,7,7
"3824",1,"ind","middle","white","female",2,50,3,3,4,1,3,4,2,4,3,NA,3,4,2,2,3,NA,2,9,8
"3825",1,"rep","middle","white","female",3,50,3,1,1,4,4,2,5,4,4,1,3,3,4,2,2,5,3,8,6
"3826",0,"dem","don't know/refuse","nonwhite","female",2,34,2,2,4,3,3,2,2,4,1,2,3,3,3,2,3,7,2,6,9
"3827",1,"rep","middle","white","female",2,41,5,2,4,2,3,4,2,2,2,NA,3,4,3,2,3,NA,2,11,8
"3828",1,"ind","don't know/refuse","white","female",2,38,2,1,2,2,4,1,4,5,3,NA,3,3,4,1,3,NA,3,6,5
"3829",0,"dem","middle","white","female",2,24,2,2,4,2,4,2,1,3,3,1,2,2,3,2,3,6,3,7,8
"3830",1,"ind","working","white","male",2,67,3,4,4,5,4,3,4,4,5,3,3,4,3,4,4,11,3,9,13
"3831",0,"dem","middle","white","male",2,9,4,3,4,2,5,4,3,5,3,1,2,2,2,2,2,5,4,12,9
"3832",0,"dem","middle","nonwhite","male",3,81,1,3,3,3,3,1,4,4,4,1,1,3,2,4,5,10,2,4,9
"3833",0,"dem","working","nonwhite","female",2,32,1,3,2,3,7,1,5,5,5,1,5,4,3,1,4,6,5,7,8
"3834",0,"ind","working","nonwhite","male",2,50,5,1,2,3,6,4,3,4,4,5,4,4,3,4,4,13,5,14,6
"3835",0,"dem","don't know/refuse","white","female",2,52,2,1,2,2,2,1,5,4,5,2,2,3,3,3,3,8,1,4,5
"3836",0,"rep","don't know/refuse","white","male",3,81,3,2,3,2,4,5,3,5,5,1,2,3,5,1,1,3,3,11,7
"3837",0,"dem","don't know/refuse","white","female",2,-9,3,3,2,3,2,3,3,5,3,1,3,2,3,1,3,5,1,7,8
"3838",0,"dem","middle","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,4,1,NA,NA,NA,NA,NA,NA
"3839",0,"dem","don't know/refuse","nonwhite","female",1,32,2,3,3,3,5,2,3,4,3,4,2,3,1,3,3,10,4,8,9
"3840",0,"ind","don't know/refuse","white","female",2,52,5,5,5,1,4,5,5,1,1,1,5,2,3,5,5,11,3,13,11
"3841",0,"dem","middle","white","female",2,6,3,2,2,2,4,3,3,5,4,1,2,2,2,1,3,5,3,9,6
"3842",1,"rep","working","white","female",2,46,5,1,2,2,4,3,2,1,3,NA,5,5,5,5,4,NA,3,11,5
"3843",0,"dem","lower","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,2,1,-6,3,1,NA,NA,NA,NA,NA,NA
"3844",0,"rep","don't know/refuse","white","male",1,50,5,1,2,4,4,3,3,2,4,1,3,4,3,1,1,3,3,11,7
"3845",0,"dem","don't know/refuse","nonwhite","female",2,32,2,1,1,2,3,2,5,5,5,NA,2,2,3,2,3,NA,2,6,4
"3846",0,"dem","don't know/refuse","white","female",2,81,3,2,2,2,5,1,5,5,5,2,3,2,3,2,3,7,4,8,6
"3847",1,"rep","middle","white","male",1,5,5,3,4,2,4,5,3,4,3,NA,4,3,1,2,2,NA,3,13,9
"3848",1,"rep","working","white","female",2,50,5,4,4,4,5,4,3,4,3,NA,3,3,3,2,4,NA,4,13,12
"3849",0,"rep","don't know/refuse","white","male",2,32,1,3,3,3,7,1,1,5,3,1,3,4,3,1,3,5,5,7,9
"3850",0,"rep","middle","white","male",2,10,5,2,4,2,5,5,3,4,3,NA,4,4,3,3,4,NA,4,14,8
"3851",0,"ind","lower","white","female",2,24,2,1,2,2,5,2,4,2,2,NA,2,4,4,5,3,NA,4,8,5
"3852",0,"ind","don't know/refuse","white","female",1,52,2,1,1,3,2,1,5,5,5,1,2,2,3,2,3,6,1,4,5
"3853",0,"rep","middle","white","male",2,38,5,4,4,3,2,3,3,4,3,NA,3,4,3,3,4,NA,1,9,11
"3854",0,"dem","lower","nonwhite","female",3,48,4,2,3,3,4,3,5,5,5,1,3,3,4,5,4,10,3,10,8
"3855",0,"ind","upper","white","female",2,52,2,1,1,2,5,1,5,5,5,NA,2,4,2,2,4,NA,4,7,4
"3856",0,"ind","don't know/refuse","white","female",2,49,3,3,3,3,4,5,5,4,5,NA,3,5,5,5,4,NA,3,11,9
"3857",0,"ind","lower","white","female",2,26,3,3,3,3,7,1,3,5,3,NA,3,3,3,3,4,NA,5,9,9
"3858",0,"ind","middle","white","male",2,17,1,1,1,1,4,1,4,4,4,2,3,2,3,1,2,5,3,5,3
"3859",1,"dem","working","white","male",3,44,5,4,4,4,3,4,3,4,2,1,3,3,3,3,3,7,2,11,12
"3860",0,"rep","don't know/refuse","white","female",2,41,5,2,3,2,6,4,2,3,1,NA,3,4,2,3,2,NA,5,14,7
"3861",0,"ind","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,4,1,-6,2,2,NA,NA,NA,NA,NA,NA
"3862",0,"dem","middle","nonwhite","male",1,50,3,3,3,3,6,3,3,3,3,NA,3,2,2,2,2,NA,5,11,9
"3863",0,"dem","working","nonwhite","female",2,27,1,4,3,3,4,4,5,3,5,2,3,5,5,3,4,9,3,8,10
"3864",0,"dem","working",NA,"other",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,2,-6,2,3,NA,NA,NA,NA,NA,NA
"3865",0,"dem","don't know/refuse","white","male",2,47,3,1,1,2,3,2,2,4,3,2,2,2,3,3,3,8,2,7,4
"3866",0,"dem","upper","white","female",2,48,1,2,1,2,4,2,3,5,5,2,1,2,3,2,2,6,3,6,5
"3867",0,"ind","working","nonwhite","male",3,41,3,3,3,3,1,3,3,5,4,1,4,4,5,2,2,5,1,7,9
"3868",1,"rep","middle","white","female",2,32,5,2,3,2,4,4,3,4,3,1,3,4,3,1,1,3,3,12,7
"3869",0,"dem","don't know/refuse","white","male",2,69,4,1,1,1,6,3,4,4,2,1,2,2,2,1,2,4,5,12,3
"3870",1,"ind","middle","white","female",2,800,4,3,2,2,6,2,3,3,3,NA,4,3,4,2,2,NA,5,11,7
"3871",1,"ind","middle","white","female",1,32,5,3,3,3,6,4,5,5,5,1,5,4,3,1,2,4,5,14,9
"3872",1,"rep","don't know/refuse","white","female",2,7,5,4,4,4,4,5,2,4,3,1,4,4,3,3,4,8,3,13,12
"3873",1,"ind","middle","white","female",2,38,3,2,3,2,2,4,3,5,3,2,3,5,4,3,3,8,1,8,7
"3874",1,"ind","working","nonwhite","male",2,35,3,4,4,3,5,3,3,2,3,2,3,3,3,3,3,8,4,10,11
"3875",1,"rep","middle","white","male",2,38,5,2,4,3,5,5,2,4,3,2,4,4,3,2,2,6,4,14,9
"3876",0,"dem","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,4,-6,3,3,NA,NA,NA,NA,NA,NA
"3877",0,NA,"middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,1,-6,3,3,NA,NA,NA,NA,NA,NA
"3878",0,"ind","don't know/refuse","nonwhite","female",2,800,5,2,3,3,6,4,4,3,4,1,3,4,3,3,4,8,5,14,8
"3879",1,"dem","middle","white","female",2,27,4,4,4,3,3,4,5,4,5,3,3,4,3,3,4,10,2,10,11
"3880",1,"ind","working","white","female",2,34,5,4,4,3,4,5,1,1,5,1,5,4,4,2,3,6,3,13,11
"3881",1,"ind","working","white","male",2,64,5,3,4,1,4,3,5,2,5,NA,3,4,3,1,2,NA,3,11,8
"3882",0,"dem","middle","nonwhite","female",2,41,2,2,3,2,4,1,2,3,3,2,4,3,1,4,4,10,3,6,7
"3883",0,"dem","don't know/refuse","white","female",3,27,2,1,1,2,2,1,2,5,5,1,2,4,3,1,2,4,1,4,4
"3884",1,"rep","middle","white","male",2,81,3,1,3,1,-9,2,-9,5,-9,1,3,4,5,2,1,4,NA,NA,5
"3885",0,"ind","lower","white","female",2,50,5,5,5,5,6,1,2,4,2,NA,4,5,5,5,4,NA,5,11,15
"3886",0,"ind","working","nonwhite","female",2,27,5,3,3,3,4,3,5,3,5,1,2,3,4,3,2,6,3,11,9
"3887",1,"rep","working",NA,"male",2,39,3,3,3,3,2,4,3,5,3,5,4,5,3,4,3,12,1,8,9
"3888",0,"ind","middle","white","female",2,48,4,1,1,3,4,3,5,4,3,2,2,3,4,2,4,8,3,10,5
"3889",0,"dem","don't know/refuse","white","male",2,24,4,2,4,2,3,4,5,5,2,NA,2,2,3,1,1,NA,2,10,8
"3890",0,"dem","working","nonwhite","female",1,50,3,2,2,2,-9,3,-9,5,-9,NA,1,2,1,3,3,NA,NA,NA,6
"3891",0,"ind","working","nonwhite","female",1,41,4,1,1,1,4,1,5,4,5,NA,3,4,1,5,3,NA,3,8,3
"3892",0,"ind","working","white","female",2,800,3,2,2,3,2,3,2,5,2,NA,3,4,3,3,2,NA,1,7,7
"3893",0,"dem","don't know/refuse","white","male",2,75,2,1,1,1,4,2,4,5,4,NA,2,2,3,1,3,NA,3,7,3
"3894",1,"rep","middle","white","male",2,41,4,2,4,2,5,4,-9,4,3,NA,2,3,1,2,3,NA,4,12,8
"3895",0,"rep","don't know/refuse","nonwhite","female",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,1,-6,2,2,NA,NA,NA,NA,NA,NA
"3896",0,"ind","lower","white","female",2,29,5,5,5,3,-9,5,1,4,1,NA,4,4,3,5,4,NA,NA,NA,13
"3897",0,"dem","middle","white","male",2,48,5,3,3,2,7,3,5,4,2,NA,1,2,3,3,1,NA,5,13,8
"3898",0,"ind","middle","white","male",2,17,1,2,3,3,4,1,3,3,3,NA,4,3,5,2,3,NA,3,5,8
"3899",0,"dem","middle","nonwhite","female",2,24,3,1,2,2,5,4,5,2,4,NA,3,3,4,3,3,NA,4,11,5
"3900",0,"ind","middle","nonwhite","male",3,26,4,1,3,3,2,1,5,5,5,NA,2,4,2,2,3,NA,1,6,7
"3901",1,"rep","don't know/refuse","nonwhite","male",2,32,5,1,3,1,4,4,3,4,3,1,3,3,3,2,1,4,3,12,5
"3902",0,"dem","middle","white","male",2,26,2,1,1,2,3,3,2,4,2,NA,3,3,2,2,3,NA,2,7,4
"3903",0,"rep","working","nonwhite","male",2,81,4,2,1,2,4,2,2,4,2,NA,3,2,1,3,2,NA,3,9,5
"3904",0,"dem","middle","white","female",2,24,1,1,1,1,4,1,5,5,5,NA,1,2,3,2,3,NA,3,5,3
"3905",0,"dem","middle","white","female",2,35,1,1,1,1,5,2,5,5,5,2,3,4,4,3,5,10,4,7,3
"3906",0,"rep","lower","white","female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,4,-6,5,1,NA,NA,NA,NA,NA,NA
"3907",0,"dem","working","white","female",2,37,4,2,4,3,4,3,3,4,4,2,3,3,3,4,4,10,3,10,9
"3908",1,"rep","don't know/refuse","white","male",2,41,2,3,4,3,5,1,5,3,5,1,4,4,4,3,3,7,4,7,10
"3909",0,"dem","working","white","male",2,800,1,2,4,4,5,2,2,4,3,1,3,2,2,3,4,8,4,7,10
"3910",1,"ind","middle","white","male",3,81,3,3,3,4,4,3,3,3,3,1,2,2,3,2,3,6,3,9,10
"3911",0,NA,"middle","white","male",2,38,2,1,1,1,4,1,4,3,3,3,3,3,3,2,3,8,3,6,3
"3912",0,NA,"upper",NA,"female",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,1,-6,2,3,NA,NA,NA,NA,NA,NA
"3913",1,"rep","middle","white","male",2,50,5,4,4,4,5,4,3,5,2,2,3,4,4,3,3,8,4,13,12
"3914",0,"ind","working","white","female",2,50,1,2,1,2,4,5,2,1,2,NA,4,4,3,4,4,NA,3,9,5
"3915",0,"dem","don't know/refuse","nonwhite","female",-7,-7,NA,NA,NA,NA,-7,NA,-5,-7,-5,1,-7,4,4,NA,NA,NA,NA,NA,NA
"3916",0,"dem","don't know/refuse","white","female",-6,-6,NA,NA,NA,NA,-6,NA,-5,-6,-5,NA,-6,3,2,NA,NA,NA,NA,NA,NA
"3917",1,"rep","middle","white","male",3,38,5,4,5,4,3,4,4,4,4,2,2,4,3,3,2,7,2,11,13
"3918",0,"ind","don't know/refuse","nonwhite","female",2,27,5,3,2,2,5,4,2,3,2,NA,3,3,3,5,3,NA,4,13,7
"3919",0,"dem","don't know/refuse","white","female",2,10,4,3,3,2,5,3,2,4,3,NA,1,3,2,4,3,NA,4,11,8
"3920",0,"dem","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,-5,-6,-5,2,-6,2,2,NA,NA,NA,NA,NA,NA
"3921",0,NA,"don't know/refuse",NA,NA,-6,-6,NA,NA,NA,NA,-6,NA,-9,-6,-9,NA,-6,-9,-2,NA,NA,NA,NA,NA,NA
"3922",0,"dem","don't know/refuse",NA,"female",3,80,3,3,3,3,6,1,3,5,3,1,3,3,2,3,3,7,5,9,9
"3923",0,"dem","don't know/refuse","nonwhite",NA,3,27,1,3,3,3,2,1,2,5,3,NA,3,4,3,3,4,NA,1,3,9
"3924",0,"ind","working","white","female",3,48,3,3,3,3,1,3,3,3,3,5,3,3,3,4,4,13,1,7,9
"3925",0,"dem","don't know/refuse","white","male",2,52,4,1,1,1,5,1,4,5,5,1,3,5,3,4,3,8,4,9,3
"3926",0,"dem","middle","white","male",3,5,2,1,3,2,5,2,4,5,4,1,2,2,3,1,2,4,4,8,6
"3927",0,"rep","working","white","female",2,-9,3,2,3,2,4,2,5,4,5,2,2,3,4,2,3,7,3,8,7
"3928",0,"dem","upper","white","female",2,17,2,1,1,1,4,1,5,5,5,1,3,2,2,2,3,6,3,6,3
"3929",0,"ind","middle","white","male",2,50,1,2,2,4,5,2,4,4,3,1,3,2,4,2,3,6,4,7,8
"3930",0,"dem","don't know/refuse","white","male",2,24,4,4,4,3,6,4,2,4,3,2,4,4,5,3,3,8,5,13,11
"3931",1,"rep","middle","white","female",2,21,4,3,3,3,4,3,4,4,4,3,3,3,4,2,2,7,3,10,9
"3932",1,"rep","don't know/refuse","white","male",2,5,4,1,4,2,6,2,5,3,5,1,5,4,3,2,2,5,5,11,7
"3933",0,"dem","middle","white","male",2,32,1,1,1,1,4,1,5,5,5,NA,2,2,3,4,3,NA,3,5,3
"3934",0,"ind","middle","white","male",2,52,3,3,2,3,6,3,4,5,4,1,2,3,4,2,4,7,5,11,8
"3935",0,"dem","lower","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,5,1,-6,2,2,NA,NA,NA,NA,NA,NA
"3936",0,"ind","middle","nonwhite","male",2,32,4,2,2,2,5,4,2,3,3,1,3,4,3,2,3,6,4,12,6
"3937",1,"rep","working","white","male",2,40,5,3,4,2,6,3,3,3,3,1,3,3,2,4,3,8,5,13,9
"3938",0,"rep","middle","white","male",-6,-6,NA,NA,NA,NA,-6,NA,4,-6,2,NA,-6,5,3,NA,NA,NA,NA,NA,NA
"3939",1,"ind","working","white","female",2,49,5,4,4,4,4,4,3,4,3,NA,3,3,3,3,3,NA,3,12,12
"3940",1,"rep","don't know/refuse","white","male",2,38,5,3,4,4,5,5,3,2,3,NA,2,4,4,2,3,NA,4,14,11
"3941",1,"ind","lower","white","female",2,5,3,1,2,2,3,2,3,5,3,2,3,3,3,3,3,8,2,7,5
"3942",1,"rep","upper","white","female",2,50,5,1,3,1,4,2,3,3,4,NA,5,4,4,2,2,NA,3,10,5
"3943",0,"dem","don't know/refuse","nonwhite","male",2,30,1,3,1,4,4,1,5,1,5,NA,5,5,3,4,4,NA,3,5,8
"3944",0,"dem","working","nonwhite","male",2,34,1,3,4,3,2,2,5,5,5,NA,3,3,3,3,4,NA,1,4,10
"3945",0,NA,"middle","nonwhite","female",2,46,5,2,2,2,5,5,5,4,5,NA,2,4,4,2,2,NA,4,14,6
"3946",0,"ind","middle",NA,"female",2,55,3,3,3,3,3,4,3,5,3,1,5,5,1,5,5,11,2,9,9
"3947",0,"rep","middle","white","female",2,38,3,2,4,4,4,3,4,4,3,2,3,3,3,2,3,7,3,9,10
"3948",0,"ind","don't know/refuse","white","female",2,32,2,2,2,2,4,2,5,4,4,1,2,3,3,3,3,7,3,7,6
"3949",0,"rep","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,3,-6,4,3,NA,NA,NA,NA,NA,NA
"3950",1,"rep","don't know/refuse","white","female",3,24,4,4,3,3,4,4,4,4,4,NA,2,2,3,1,2,NA,3,11,10
"3951",0,"ind","middle","nonwhite","male",2,-8,2,4,4,5,7,5,2,4,4,4,5,5,3,3,4,11,5,12,13
"3952",0,"ind","middle","white","female",3,81,1,1,2,3,4,2,5,5,5,2,2,3,3,1,3,6,3,6,6
"3953",0,"dem","middle","white","male",1,81,4,2,4,2,6,4,3,3,3,1,3,2,3,3,2,6,5,13,8
"3954",1,"ind","upper","white","female",2,38,4,1,3,2,-9,1,1,5,1,2,2,2,3,3,2,7,NA,NA,6
"3955",1,"rep","don't know/refuse","nonwhite","male",2,27,3,3,3,2,6,4,2,3,3,5,4,3,1,5,4,14,5,12,8
"3956",0,"dem","lower","nonwhite","male",2,34,1,4,4,3,5,1,2,3,1,NA,4,5,3,4,3,NA,4,6,11
"3957",0,"dem","upper","nonwhite","male",2,40,1,4,3,5,5,2,3,4,5,1,2,2,3,2,4,7,4,7,12
"3958",1,"ind","don't know/refuse","white","male",1,38,5,5,5,5,7,5,3,2,3,2,4,3,3,3,1,6,5,15,15
"3959",0,"dem","working","white","female",2,32,3,1,1,2,5,2,5,4,4,2,3,3,4,2,3,7,4,9,4
"3960",0,"ind","middle","white","female",2,50,4,2,2,2,5,3,4,4,4,NA,3,2,3,2,3,NA,4,11,6
"3961",0,"ind","working","white","female",2,32,5,2,2,2,5,5,1,5,3,NA,2,4,3,3,4,NA,4,14,6
"3962",0,"rep","middle","white","female",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,5,NA,-6,4,2,NA,NA,NA,NA,NA,NA
"3963",0,"ind","lower","nonwhite","female",1,49,2,3,2,3,4,3,3,3,4,3,1,3,3,2,3,8,3,8,8
"3964",0,"dem","don't know/refuse","white","male",3,27,1,2,3,2,4,1,5,4,4,2,2,3,3,2,4,8,3,5,7
"3965",0,"ind","middle","white","male",2,43,1,1,1,1,2,1,3,4,5,1,1,2,2,2,4,7,1,3,3
"3966",0,"ind","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,2,-6,2,3,NA,NA,NA,NA,NA,NA
"3967",1,"ind","middle","white","male",2,50,3,2,2,4,6,3,2,4,3,NA,3,3,4,3,3,NA,5,11,8
"3968",0,"ind","working",NA,"male",-6,-6,NA,NA,NA,NA,-6,NA,5,-6,5,1,-6,3,3,NA,NA,NA,NA,NA,NA
"3969",0,"dem","working","white","female",2,27,5,2,3,3,6,5,4,5,3,3,3,4,2,5,4,12,5,15,8
"3970",0,"ind","working","white","male",2,52,3,2,1,2,5,2,5,5,5,3,2,2,3,3,4,10,4,9,5
"3971",1,"ind","lower","white","male",2,26,5,3,3,1,5,5,5,2,3,NA,3,4,5,5,4,NA,4,14,7
"3972",0,"dem","working","nonwhite","female",2,78,2,1,1,1,4,1,5,5,5,NA,1,3,1,4,2,NA,3,6,3
"3973",0,"dem","middle","white","male",2,32,2,1,2,2,3,1,3,5,4,3,2,2,2,5,4,12,2,5,5
"3974",0,"dem","working","nonwhite","male",2,41,5,1,2,1,6,1,3,4,3,3,3,4,3,3,4,10,5,11,4
"3975",1,"rep","middle","white","male",2,7,5,3,3,3,2,3,2,4,2,NA,4,4,3,3,2,NA,1,9,9
"3976",0,"dem","working","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,2,3,-6,5,5,NA,NA,NA,NA,NA,NA
"3977",0,"dem","working","nonwhite","male",2,32,4,1,1,1,3,3,3,3,3,2,2,3,3,2,2,6,2,9,3
"3978",1,"rep","middle","white","male",2,50,5,4,4,5,5,3,2,3,4,1,3,3,3,1,1,3,4,12,13
"3979",0,"dem","don't know/refuse","white","female",2,4,1,1,1,2,3,1,3,5,5,NA,2,2,2,2,3,NA,2,4,4
"3980",1,"ind","middle","white","male",3,41,5,3,4,2,6,4,1,2,2,NA,3,3,2,2,1,NA,5,14,9
"3981",0,"rep","middle","white","female",2,31,5,5,5,5,7,5,4,3,3,NA,4,5,2,2,3,NA,5,15,15
"3982",0,"ind","don't know/refuse","nonwhite","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,2,1,-6,2,3,NA,NA,NA,NA,NA,NA
"3983",0,"dem","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,3,-6,3,NA,-6,4,3,NA,NA,NA,NA,NA,NA
"3984",0,"ind","don't know/refuse","white","male",-6,-6,NA,NA,NA,NA,-6,NA,2,-6,3,5,-6,4,4,NA,NA,NA,NA,NA,NA
"3985",0,"dem","don't know/refuse","nonwhite","male",2,81,1,1,1,2,3,1,3,4,3,3,2,2,2,3,2,8,2,4,4
